label,schema,short,vaf,identify
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Oil & fats:bought on credit,/Home_visit_version3/FS/fsg2_VAF/fsg3q10:fsg3q1a4,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Oil.and.fats.bought.on.credit,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Oil & fats:exchanged. borrowed,/Home_visit_version3/FS/fsg2_VAF/fsg3q10:fsg3q1a5,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Oil.and.fats.exchanged..borrowed,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Oil & fats:received as gift,/Home_visit_version3/FS/fsg2_VAF/fsg3q10:fsg3q1a6,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Oil.and.fats.received.as.gift,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Oil & fats:WFP food assistance,/Home_visit_version3/FS/fsg2_VAF/fsg3q10:fsg3q1a7,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Oil.and.fats.WFP.food.assistance,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Oil & fats:Non WFP official food assistance,/Home_visit_version3/FS/fsg2_VAF/fsg3q10:fsg3q1a8,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Oil.and.fats.Non.WFP.official.food.assistance,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Oil & fats:hunting/gathering/fishing,/Home_visit_version3/FS/fsg2_VAF/fsg3q10:fsg3q1a9,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Oil.and.fats.hunting..gathering..fishing,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following . Sweets (sugar. honey. jam. cakes. candy. etc.),/Home_visit_version3/FS/fsg2_VAF/fsg2q11,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..Over.the.last.7.days..how.many.days.did.you.consume.the.following...Sweets..sugar..honey..jam..cakes..candy..etc..,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Sweets (sugar. honey. jam. cakes. candy. etc.):Not consumed,/Home_visit_version3/FS/fsg2_VAF/fsg3q11:fsg3q1a1,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Sweets..sugar..honey..jam..cakes..candy..etc...Not.consumed,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Sweets (sugar. honey. jam. cakes. candy. etc.):own production,/Home_visit_version3/FS/fsg2_VAF/fsg3q11:fsg3q1a2,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Sweets..sugar..honey..jam..cakes..candy..etc...own.production,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Sweets (sugar. honey. jam. cakes. candy. etc.):bought with cash,/Home_visit_version3/FS/fsg2_VAF/fsg3q11:fsg3q1a3,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Sweets..sugar..honey..jam..cakes..candy..etc...bought.with.cash,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Sweets (sugar. honey. jam. cakes. candy. etc.):bought on credit,/Home_visit_version3/FS/fsg2_VAF/fsg3q11:fsg3q1a4,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Sweets..sugar..honey..jam..cakes..candy..etc...bought.on.credit,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Sweets (sugar. honey. jam. cakes. candy. etc.):exchanged. borrowed,/Home_visit_version3/FS/fsg2_VAF/fsg3q11:fsg3q1a5,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Sweets..sugar..honey..jam..cakes..candy..etc...exchanged..borrowed,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Sweets (sugar. honey. jam. cakes. candy. etc.):received as gift,/Home_visit_version3/FS/fsg2_VAF/fsg3q11:fsg3q1a6,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Sweets..sugar..honey..jam..cakes..candy..etc...received.as.gift,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Sweets (sugar. honey. jam. cakes. candy. etc.):WFP food assistance,/Home_visit_version3/FS/fsg2_VAF/fsg3q11:fsg3q1a7,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Sweets..sugar..honey..jam..cakes..candy..etc...WFP.food.assistance,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Sweets (sugar. honey. jam. cakes. candy. etc.):Non WFP official food assistance,/Home_visit_version3/FS/fsg2_VAF/fsg3q11:fsg3q1a8,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Sweets..sugar..honey..jam..cakes..candy..etc...Non.WFP.official.food.assistance,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Sweets (sugar. honey. jam. cakes. candy. etc.):hunting/gathering/fishing,/Home_visit_version3/FS/fsg2_VAF/fsg3q11:fsg3q1a9,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Sweets..sugar..honey..jam..cakes..candy..etc...hunting..gathering..fishing,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following . Spices & condiment,/Home_visit_version3/FS/fsg2_VAF/fsg2q12,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..Over.the.last.7.days..how.many.days.did.you.consume.the.following...Spices.and.condiment,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Spices & condiment:Not consumed,/Home_visit_version3/FS/fsg2_VAF/fsg3q12:fsg3q1a1,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Spices.and.condiment.Not.consumed,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Spices & condiment:own production,/Home_visit_version3/FS/fsg2_VAF/fsg3q12:fsg3q1a2,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Spices.and.condiment.own.production,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Spices & condiment:bought with cash,/Home_visit_version3/FS/fsg2_VAF/fsg3q12:fsg3q1a3,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Spices.and.condiment.bought.with.cash,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Spices & condiment:bought on credit,/Home_visit_version3/FS/fsg2_VAF/fsg3q12:fsg3q1a4,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Spices.and.condiment.bought.on.credit,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Spices & condiment:exchanged. borrowed,/Home_visit_version3/FS/fsg2_VAF/fsg3q12:fsg3q1a5,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Spices.and.condiment.exchanged..borrowed,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Spices & condiment:received as gift,/Home_visit_version3/FS/fsg2_VAF/fsg3q12:fsg3q1a6,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Spices.and.condiment.received.as.gift,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Spices & condiment:WFP food assistance,/Home_visit_version3/FS/fsg2_VAF/fsg3q12:fsg3q1a7,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Spices.and.condiment.WFP.food.assistance,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Spices & condiment:Non WFP official food assistance,/Home_visit_version3/FS/fsg2_VAF/fsg3q12:fsg3q1a8,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Spices.and.condiment.Non.WFP.official.food.assistance,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Spices & condiment:hunting/gathering/fishing,/Home_visit_version3/FS/fsg2_VAF/fsg3q12:fsg3q1a9,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Spices.and.condiment.hunting..gathering..fishing,yes,
During the last 7 days. how many times (in days) did your family have to employ one of the following strategies to cope with a lack of food or money to buy it? (0-7):Rely on less preferred and less expensive food (i.e. cheaper lower quality food):,/Home_visit_version3/FS/fsg4_VAF/fsg4q1,During.the.last.7.days..how.many.times..in.days..did.your.family.have.to.employ.one.of.the.following.strategies.to.cope.with.a.lack.of.food.or.money.to.buy.it..0..7..Rely.on.less.preferred.and.less.expensive.food..i.e..cheaper.lower.quality.food..,yes,
During the last 7 days. how many times (in days) did your family have to employ one of the following strategies to cope with a lack of food or money to buy it? (0-7):Borrow food or relied on help from relative(s) or friend(s):,/Home_visit_version3/FS/fsg4_VAF/fsg4q2,During.the.last.7.days..how.many.times..in.days..did.your.family.have.to.employ.one.of.the.following.strategies.to.cope.with.a.lack.of.food.or.money.to.buy.it..0..7..Borrow.food.or.relied.on.help.from.relative..s..or.friend..s..,yes,
During the last 7 days. how many times (in days) did your family have to employ one of the following strategies to cope with a lack of food or money to buy it? (0-7):Reduce number of meals eaten a day:,/Home_visit_version3/FS/fsg4_VAF/fsg4q3,During.the.last.7.days..how.many.times..in.days..did.your.family.have.to.employ.one.of.the.following.strategies.to.cope.with.a.lack.of.food.or.money.to.buy.it..0..7..Reduce.number.of.meals.eaten.a.day.,yes,
During the last 7 days. how many times (in days) did your family have to employ one of the following strategies to cope with a lack of food or money to buy it? (0-7):Limit portion size at mealtime (different from above: i.e. less food per meal):,/Home_visit_version3/FS/fsg4_VAF/fsg4q4,During.the.last.7.days..how.many.times..in.days..did.your.family.have.to.employ.one.of.the.following.strategies.to.cope.with.a.lack.of.food.or.money.to.buy.it..0..7..Limit.portion.size.at.mealtime..different.from.above..i.e..less.food.per.meal..,yes,
During the last 7 days. how many times (in days) did your family have to employ one of the following strategies to cope with a lack of food or money to buy it? (0-7):Restrict consumption by adults in order for small children to eat,/Home_visit_version3/FS/fsg4_VAF/fsg4q5,During.the.last.7.days..how.many.times..in.days..did.your.family.have.to.employ.one.of.the.following.strategies.to.cope.with.a.lack.of.food.or.money.to.buy.it..0..7..Restrict.consumption.by.adults.in.order.for.small.children.to.eat,yes,
n the past 30 days. has your family applied any of the below strategies to meet basic food needs?:Spent savings:Yes,/Home_visit_version3/FS/fsg5_VAF/fsg5q1:fsg5q1a1,In.the.past.30.days..has.your.family.applied.any.of.the.below.strategies.to.meet.basic.food.needs...Spent.savings.Yes,yes,
n the past 30 days. has your family applied any of the below strategies to meet basic food needs?:Spent savings:No,/Home_visit_version3/FS/fsg5_VAF/fsg5q1:fsg5q1a2,In.the.past.30.days..has.your.family.applied.any.of.the.below.strategies.to.meet.basic.food.needs...Spent.savings.No,yes,
n the past 30 days. has your family applied any of the below strategies to meet basic food needs?:Spent savings:No. because I have exhausted this strategy already and cannot do it anymore,/Home_visit_version3/FS/fsg5_VAF/fsg5q1:fsg5q1a3,In.the.past.30.days..has.your.family.applied.any.of.the.below.strategies.to.meet.basic.food.needs...Spent.savings.No..because.I.have.exhausted.this.strategy.already.and.cannot.do.it.anymore,yes,
