check_label	v4	onlyv4	onlyv3	labelv4	schemav4	labelv3	schemav3	short	vaf	identify
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:bought on credit	/home_visit_4/FS/fsg2_VAF/fsg3q4:fsg3q1a4	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:bought on credit	/Home_visit_version3/FS/fsg2_VAF/fsg3q4:fsg3q1a4	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Fruits.bought.on.credit	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:exchanged. borrowed	/home_visit_4/FS/fsg2_VAF/fsg3q4:fsg3q1a5	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:exchanged. borrowed	/Home_visit_version3/FS/fsg2_VAF/fsg3q4:fsg3q1a5	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Fruits.exchanged..borrowed	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:received as gift	/home_visit_4/FS/fsg2_VAF/fsg3q4:fsg3q1a6	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:received as gift	/Home_visit_version3/FS/fsg2_VAF/fsg3q4:fsg3q1a6	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Fruits.received.as.gift	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:WFP food assistance	/home_visit_4/FS/fsg2_VAF/fsg3q4:fsg3q1a7	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:WFP food assistance	/Home_visit_version3/FS/fsg2_VAF/fsg3q4:fsg3q1a7	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Fruits.WFP.food.assistance	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:Non WFP official food assistance	/home_visit_4/FS/fsg2_VAF/fsg3q4:fsg3q1a8	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:Non WFP official food assistance	/Home_visit_version3/FS/fsg2_VAF/fsg3q4:fsg3q1a8	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Fruits.Non.WFP.official.food.assistance	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:hunting/gathering/fishing	/home_visit_4/FS/fsg2_VAF/fsg3q4:fsg3q1a9	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:hunting/gathering/fishing	/Home_visit_version3/FS/fsg2_VAF/fsg3q4:fsg3q1a9	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Fruits.hunting..gathering..fishing	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following . Meat (organ and flesh meat)	/home_visit_4/FS/fsg2_VAF/fsg2q5	Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following . Meat (organ and flesh meat)	/Home_visit_version3/FS/fsg2_VAF/fsg2q5	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..Over.the.last.7.days..how.many.days.did.you.consume.the.following...Meat..organ.and.flesh.meat..	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):Not consumed	/home_visit_4/FS/fsg2_VAF/fsg3q5:fsg3q1a1	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):Not consumed	/Home_visit_version3/FS/fsg2_VAF/fsg3q5:fsg3q1a1	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Meat..organ.and.flesh.meat..Not.consumed	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):own production	/home_visit_4/FS/fsg2_VAF/fsg3q5:fsg3q1a2	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):own production	/Home_visit_version3/FS/fsg2_VAF/fsg3q5:fsg3q1a2	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Meat..organ.and.flesh.meat..own.production	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):bought with cash	/home_visit_4/FS/fsg2_VAF/fsg3q5:fsg3q1a3	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):bought with cash	/Home_visit_version3/FS/fsg2_VAF/fsg3q5:fsg3q1a3	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Meat..organ.and.flesh.meat..bought.with.cash	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):bought on credit	/home_visit_4/FS/fsg2_VAF/fsg3q5:fsg3q1a4	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):bought on credit	/Home_visit_version3/FS/fsg2_VAF/fsg3q5:fsg3q1a4	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Meat..organ.and.flesh.meat..bought.on.credit	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):exchanged. borrowed	/home_visit_4/FS/fsg2_VAF/fsg3q5:fsg3q1a5	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):exchanged. borrowed	/Home_visit_version3/FS/fsg2_VAF/fsg3q5:fsg3q1a5	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Meat..organ.and.flesh.meat..exchanged..borrowed	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):received as gift	/home_visit_4/FS/fsg2_VAF/fsg3q5:fsg3q1a6	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):received as gift	/Home_visit_version3/FS/fsg2_VAF/fsg3q5:fsg3q1a6	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Meat..organ.and.flesh.meat..received.as.gift	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):WFP food assistance	/home_visit_4/FS/fsg2_VAF/fsg3q5:fsg3q1a7	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):WFP food assistance	/Home_visit_version3/FS/fsg2_VAF/fsg3q5:fsg3q1a7	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Meat..organ.and.flesh.meat..WFP.food.assistance	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):Non WFP official food assistance	/home_visit_4/FS/fsg2_VAF/fsg3q5:fsg3q1a8	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):Non WFP official food assistance	/Home_visit_version3/FS/fsg2_VAF/fsg3q5:fsg3q1a8	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Meat..organ.and.flesh.meat..Non.WFP.official.food.assistance	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):hunting/gathering/fishing	/home_visit_4/FS/fsg2_VAF/fsg3q5:fsg3q1a9	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):hunting/gathering/fishing	/Home_visit_version3/FS/fsg2_VAF/fsg3q5:fsg3q1a9	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Meat..organ.and.flesh.meat..hunting..gathering..fishing	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following . Eggs	/home_visit_4/FS/fsg2_VAF/fsg2q6	Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following . Eggs	/Home_visit_version3/FS/fsg2_VAF/fsg2q6	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..Over.the.last.7.days..how.many.days.did.you.consume.the.following...Eggs	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Eggs:Not consumed	/home_visit_4/FS/fsg2_VAF/fsg3q6:fsg3q1a1	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Eggs:Not consumed	/Home_visit_version3/FS/fsg2_VAF/fsg3q6:fsg3q1a1	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Eggs.Not.consumed	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Eggs:own production	/home_visit_4/FS/fsg2_VAF/fsg3q6:fsg3q1a2	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Eggs:own production	/Home_visit_version3/FS/fsg2_VAF/fsg3q6:fsg3q1a2	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Eggs.own.production	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Eggs:bought with cash	/home_visit_4/FS/fsg2_VAF/fsg3q6:fsg3q1a3	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Eggs:bought with cash	/Home_visit_version3/FS/fsg2_VAF/fsg3q6:fsg3q1a3	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Eggs.bought.with.cash	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Eggs:bought on credit	/home_visit_4/FS/fsg2_VAF/fsg3q6:fsg3q1a4	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Eggs:bought on credit	/Home_visit_version3/FS/fsg2_VAF/fsg3q6:fsg3q1a4	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Eggs.bought.on.credit	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Eggs:exchanged. borrowed	/home_visit_4/FS/fsg2_VAF/fsg3q6:fsg3q1a5	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Eggs:exchanged. borrowed	/Home_visit_version3/FS/fsg2_VAF/fsg3q6:fsg3q1a5	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Eggs.exchanged..borrowed	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Eggs:received as gift	/home_visit_4/FS/fsg2_VAF/fsg3q6:fsg3q1a6	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Eggs:received as gift	/Home_visit_version3/FS/fsg2_VAF/fsg3q6:fsg3q1a6	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Eggs.received.as.gift	yes	
